,Provinsi (PDRB),Pengeluaran Konsumsi Rumah Tangga Triwulan I,Pengeluaran Konsumsi Rumah Tangga Triwulan II,Pengeluaran Konsumsi Rumah Tangga Triwulan III,Pengeluaran Konsumsi Rumah Tangga Triwulan IV,Pengeluaran Konsumsi Rumah Tangga Tahunan,Pengeluaran Konsumsi LNPRT Triwulan I,Pengeluaran Konsumsi LNPRT Triwulan II,Pengeluaran Konsumsi LNPRT Triwulan III,Pengeluaran Konsumsi LNPRT Triwulan IV,Pengeluaran Konsumsi LNPRT Tahunan,Pengeluaran Konsumsi Pemerintah Triwulan I,Pengeluaran Konsumsi Pemerintah Triwulan II,Pengeluaran Konsumsi Pemerintah Triwulan III,Pengeluaran Konsumsi Pemerintah Triwulan IV,Pengeluaran Konsumsi Pemerintah Tahunan,Pembentukan Modal Tetap Bruto Triwulan I,Pembentukan Modal Tetap Bruto Triwulan II,Pembentukan Modal Tetap Bruto Triwulan III,Pembentukan Modal Tetap Bruto Triwulan IV,Pembentukan Modal Tetap Bruto Tahunan,Perubahan Inventori Triwulan I,Perubahan Inventori Triwulan II,Perubahan Inventori Triwulan III,Perubahan Inventori Triwulan IV,Perubahan Inventori Tahunan,Net Ekspor Triwulan I,Net Ekspor Triwulan II,Net Ekspor Triwulan III,Net Ekspor Triwulan IV,Net Ekspor Tahunan,PDRB Triwulan I,PDRB Triwulan II,PDRB Triwulan III,PDRB Triwulan IV,PDRB Tahunan,Tahun
516,KEP. RIAU,33071.42,33766.18,34128.88,35686.1,136652.58,187.6,203.89,207.65,216.9,816.04,2114.69,3793.6,3574.2,6565.08,16047.58,34608.98,34917.82,37263.4,39007.74,145797.93,569.57,-1223.95,313.68,2446.6,2105.89,9709.63,9986.85,6547.65,3980.38,30224.51,80261.9,81444.38,82035.45,87902.8,331644.52,2023
517,DKI JAKARTA,514319.13,537272.84,538674.88,549644.75,2139911.61,17362.49,19041.43,18357.49,20321.09,75082.51,77795.07,111180.78,89380.34,133347.61,411703.8,284388.56,285446.22,302260.77,307261.61,1179357.16,11331.57,-3753.6,7510.87,-2776.51,12312.33,-62928.8,-91858.27,-97337.26,-123216.84,-375341.17,842268.04,857329.4,858847.09,884581.7,3443026.23,2023
518,JAWA BARAT,417183.11,435881.92,429383.59,445268.36,1727716.98,3819.81,4471.03,4475.83,4679.37,17446.05,18648.36,35141.0,32661.8,47175.83,133626.98,153596.53,157864.95,162427.77,170490.2,644379.45,1561.8,-1938.01,727.71,1709.56,2061.05,41499.21,22927.84,30066.15,5501.99,99995.2,636308.82,654348.74,659742.85,674825.31,2625225.72,2023
519,JAWA TENGAH,248887.12,258965.81,260582.14,264940.29,1033375.35,4932.13,5182.9,5323.76,5701.58,21140.37,17978.31,26356.74,25101.39,38732.32,108168.76,117899.93,121385.81,130055.01,139185.67,508526.41,4208.77,4287.72,4356.75,4421.21,17274.44,20279.26,4350.44,2520.81,-20014.26,7136.23,414185.51,420529.41,427939.85,432966.79,1695621.56,2023
520,DI YOGYAKARTA,26984.0,28062.21,27920.94,28879.97,111847.12,1277.72,1345.45,1374.11,1468.2,5465.49,5514.41,6113.74,5945.5,8009.0,25582.65,14036.75,14443.39,15203.47,16255.14,59938.75,757.88,899.97,-11.75,87.94,1734.04,-4246.41,-6023.81,-5499.82,-8101.97,-23872.0,44324.36,44840.94,44932.46,46598.28,180696.04,2023
521,JAWA TIMUR,431990.54,450671.61,450788.99,462136.03,1795587.16,8279.82,8800.27,8947.86,9735.6,35763.56,18309.79,31010.32,33042.24,39256.09,121618.45,191292.41,194903.0,204557.74,211650.05,802403.2,4575.7,6941.68,7089.06,4202.19,22808.63,58511.74,43921.69,50432.81,22499.74,175365.98,712959.99,736248.58,754858.71,749479.7,2953546.98,2023
522,BANTEN,101306.63,107044.16,108403.44,110395.46,427149.69,825.44,852.27,845.67,928.27,3451.65,7178.19,8285.47,7635.96,10072.09,33171.72,69434.1,67731.98,68491.52,73918.68,279576.27,26.41,-40.79,40.77,3.81,30.19,19638.6,17682.77,18620.04,14801.11,70742.52,198409.36,201555.85,204037.4,210119.43,814122.03,2023
523,BALI,35663.55,36127.77,36442.66,37547.45,145781.43,961.61,1017.13,1045.92,1361.93,4386.59,3953.35,7696.34,6903.24,9025.76,27578.69,17634.54,18439.95,20258.19,21160.55,77493.22,159.21,137.91,141.31,-243.43,195.01,5302.53,5265.35,4924.99,3430.38,18923.24,63674.79,68684.45,69716.3,72282.65,274358.18,2023
524,NUSA TENGGARA BARAT,23633.13,24486.47,24549.63,25536.08,98205.32,634.23,673.38,673.73,744.2,2725.54,4999.18,5897.12,5627.13,6279.48,22802.91,14590.09,14765.45,16004.9,15924.2,61284.64,45.59,4411.47,-3213.32,-906.79,336.96,-3814.93,-9945.37,-1220.02,-3979.59,-18959.91,40087.28,40288.53,42422.06,43597.59,166395.45,2023
525,NUSA TENGGARA TIMUR,20557.78,21849.24,21763.49,22552.73,86723.23,1016.61,1083.88,1069.95,1212.15,4382.58,3827.82,6749.42,6898.69,9958.84,27434.77,13296.62,13828.88,14713.93,17110.96,58950.39,277.85,278.89,270.22,285.55,1112.51,-9263.75,-11477.58,-12324.65,-17014.66,-50080.64,29712.92,32312.74,32391.62,34105.57,128522.85,2023
526,KALIMANTAN BARAT,32170.51,33877.82,33925.34,34943.84,134917.5,777.05,879.39,907.98,997.48,3561.91,7063.06,7873.85,7222.85,7704.69,29864.46,20413.17,21563.2,23042.06,22789.78,87808.21,-932.42,-721.86,352.69,294.72,-1006.86,6859.62,4384.83,3422.24,4656.67,19323.37,66350.99,67857.24,68873.16,71387.19,274468.58,2023
527,KALIMANTAN TENGAH,18670.93,19590.18,19646.64,19908.99,77816.74,710.81,759.56,793.18,830.68,3094.23,4395.41,6601.18,6530.62,7824.55,25351.75,18252.27,19056.75,21045.5,21396.83,79751.35,-49.44,-54.54,-57.13,-52.02,-213.13,9401.43,5200.01,3043.73,5337.23,22982.41,51381.41,51153.14,51002.53,55246.27,208783.35,2023
528,KALIMANTAN SELATAN,26997.89,28712.13,28576.04,29096.75,113382.82,573.79,617.23,633.76,684.62,2509.41,4611.73,7161.92,6631.95,8350.0,26755.6,13237.5,13417.15,14412.96,15459.05,56526.65,-913.41,-703.01,556.73,-480.76,-1540.46,18739.89,18763.28,18379.58,15675.24,71558.0,63247.39,67968.7,69191.03,68784.9,269192.02,2023
529,KALIMANTAN TIMUR,33007.39,34297.97,34588.44,35432.11,137325.91,959.65,991.21,995.8,1117.11,4063.77,5588.18,9787.37,10988.13,18603.18,44966.86,65557.54,66914.24,69263.86,72744.27,274479.91,182.61,157.22,106.0,106.15,551.98,128069.35,93337.46,81508.88,79267.14,382182.82,233364.72,205485.47,197451.1,207269.96,843571.25,2023
530,KALIMANTAN UTARA,4676.35,4909.75,4970.1,5088.84,19645.04,217.11,225.61,242.17,259.17,944.07,1488.55,2521.65,2209.52,3194.43,9414.15,8860.75,9360.83,9837.36,10258.27,38317.21,90.11,90.38,96.65,94.34,371.49,22330.83,19741.45,19143.59,17370.79,78586.66,37663.71,36849.67,36499.4,36265.84,147278.62,2023
531,SULAWESI UTARA,17504.6,19089.35,18751.93,20861.21,76207.1,899.97,982.97,982.97,1250.1,4116.02,3576.94,4921.28,4401.15,5456.63,18356.0,12850.38,13702.67,16035.63,16482.49,59071.18,2.38,2.68,2.68,3.13,10.87,4772.89,3865.89,3129.74,2439.74,14208.25,39607.17,42564.84,43304.1,46493.31,171969.42,2023
532,SULAWESI TENGAH,23616.22,24976.42,24866.2,25431.19,98890.03,960.95,1127.56,1130.11,1325.46,4544.07,4001.84,5672.7,5511.3,8075.67,23261.51,33318.95,35001.35,36211.64,41601.53,146133.47,-86.77,377.96,425.17,749.71,1466.07,22113.44,17991.36,20285.01,12454.07,72843.88,83924.64,85147.33,88429.42,89637.62,347139.01,2023
533,SULAWESI SELATAN,84237.6,89085.31,87534.54,89059.46,349916.91,2419.67,2650.28,2585.1,2762.74,10417.79,7529.72,14626.92,14388.12,19606.59,56151.35,55164.41,58850.72,64806.48,67897.25,246718.87,199.38,503.5,133.16,-1050.69,-214.65,2455.4,-1199.43,494.11,-12092.25,-10342.17,152006.18,164517.3,169941.5,166183.11,652648.09,2023
534,SULAWESI TENGGARA,19269.1,20546.01,20622.09,20916.72,81353.91,398.27,438.29,415.71,465.57,1717.83,3917.05,5790.2,5607.78,6278.15,21593.19,13835.86,14489.27,17062.95,18136.34,63524.42,644.01,1103.37,1136.42,428.01,3311.81,2972.61,360.55,-85.45,1431.04,4678.74,41036.9,42727.7,44759.49,47655.82,176179.9,2023
535,GORONTALO,7660.22,7870.28,7967.29,8233.94,31731.73,91.48,96.37,95.26,98.8,381.91,1841.73,2286.63,2219.54,2859.73,9207.63,3454.42,3480.71,3603.14,3668.17,14206.44,330.96,157.49,118.28,132.0,738.72,-1064.55,-1150.38,-918.34,-1766.43,-4899.7,12314.25,12741.11,13085.17,13226.2,51366.74,2023
536,SULAWESI BARAT,7180.84,7282.76,7323.29,7394.65,29181.55,98.16,109.17,119.73,127.8,454.86,1326.78,2183.21,2008.72,3152.34,8671.06,3515.44,3642.33,4163.68,4528.01,15849.46,356.49,385.99,334.8,67.04,1144.31,1058.15,1282.88,1100.29,-170.51,3270.81,13535.87,14886.34,15050.51,15099.33,58572.05,2023
537,MALUKU,9788.64,9990.8,10092.01,10462.36,40333.81,367.76,376.93,382.81,407.81,1535.3,2446.81,4027.89,3801.09,5648.84,15924.63,4010.91,4186.74,4466.69,4514.99,17179.32,71.43,71.12,69.92,68.86,281.34,-2807.06,-3972.34,-4052.24,-5934.98,-16766.62,13878.48,14681.15,14760.29,15167.88,58487.79,2023
538,MALUKU UTARA,6525.2,6759.08,6685.48,7016.35,26986.12,156.9,169.38,169.1,193.87,689.26,2504.26,3451.76,3498.49,4726.04,14180.55,7835.64,9032.73,10082.84,11744.31,38695.52,-431.75,120.13,63.63,-85.67,-333.67,3284.85,1678.1,1041.25,-1078.84,4925.35,19875.1,21211.17,21540.79,22516.07,85143.13,2023
539,PAPUA BARAT,7062.61,7386.82,7342.46,7591.81,29383.7,235.09,251.23,258.05,293.05,1037.43,3457.01,4441.81,4824.65,6052.05,18775.52,3562.86,3606.65,3937.22,4626.52,15733.24,114.51,-133.25,-79.24,-315.0,-412.98,9501.98,8446.45,8161.33,7054.27,33164.03,23934.06,23999.72,24444.46,25302.69,97680.94,2023
540,PAPUA BARAT DAYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
541,PAPUA,29576.36,30765.49,31024.76,32052.55,123419.16,1332.12,1448.37,1417.41,1562.89,5760.78,10718.53,12010.04,13309.3,15050.67,51088.55,21100.55,20731.85,22298.0,25074.77,89205.17,7844.03,1497.62,2997.51,-138.58,12200.6,-5276.29,4627.61,2192.09,4682.99,6226.4,65295.31,71080.97,73239.08,78285.29,287900.65,2023
542,PAPUA SELATAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
543,PAPUA TENGAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
544,PAPUA PEGUNUNGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
545,TOTAL,2682475.68,2800377.08,2797786.25,2872216.01,11152855.03,59616.02,64589.24,64211.3,70745.64,259162.19,274648.27,407180.17,376532.85,519111.07,1577472.36,1503040.75,1534074.89,1615334.08,1687617.12,6340066.84,37543.64,20441.5,28794.14,14620.03,101399.31,429138.2,273479.25,292819.52,105312.66,1100749.63,4986462.57,5100142.12,5175478.13,5269622.53,20531705.35,2023
546,ACEH,32006.03,32730.94,32594.83,32843.08,130174.88,1316.73,1139.41,1226.81,1348.66,5031.61,7272.64,11354.45,11069.52,14364.4,44061.02,18214.4,19847.34,20366.68,21003.36,79431.79,593.77,-231.63,266.96,-216.58,412.52,-1880.64,-5504.28,-4542.33,-3982.48,-15909.72,57522.92,59336.23,60982.49,65360.45,243202.09,2024
547,SUMATERA UTARA,140471.51,146825.32,146435.41,149441.06,583173.3,2608.73,2498.53,2630.58,2786.36,10524.2,14194.18,17081.8,15684.22,17792.15,64752.35,79085.4,80063.38,83456.33,86024.43,328629.53,5787.35,4728.6,5457.0,-198.26,15774.69,31339.73,34119.52,38734.0,39872.43,144065.68,273486.9,285317.15,292397.54,295718.16,1146919.75,2024
548,SUMATERA BARAT,42841.87,44654.6,43097.04,42459.96,173053.48,947.55,884.61,809.11,881.4,3522.67,5981.12,7831.78,7416.52,9491.41,30720.83,22659.58,23663.4,24653.34,26851.75,97828.08,747.52,-60.02,-438.37,-564.88,-315.74,7528.24,6311.51,7978.25,6309.14,28127.13,80705.88,83285.89,83515.89,85428.79,332936.44,2024
549,RIAU,92718.63,97901.5,95560.34,98906.89,385087.35,1713.64,1576.76,1467.94,1638.38,6396.73,7679.67,9476.74,8395.5,10097.74,35649.66,86712.62,87174.04,91664.44,87604.66,353155.77,-1725.08,2709.49,-661.12,1258.84,1582.12,77193.78,75335.59,88340.5,89740.12,330609.99,264293.25,274174.12,284767.6,289246.64,1112481.62,2024
550,JAMBI,32453.78,34325.61,32762.73,33588.87,133131.0,509.96,469.31,474.76,505.95,1959.98,3380.28,6253.67,4967.28,6517.94,21119.17,16108.73,16905.73,18243.49,18800.14,70058.09,-52.92,720.03,1623.82,-121.56,2169.38,22144.74,22416.07,24906.32,25070.79,94537.92,74544.57,81090.42,82978.4,84362.14,322975.53,2024
551,SUMATERA SELATAN,99050.66,103624.62,102433.2,104893.36,410001.84,2678.29,2780.83,2559.87,2641.62,10660.62,7328.49,10146.81,9732.64,13765.04,40972.97,50035.87,50282.84,51593.83,54003.81,205916.35,5.4,2.9,6.34,-7.09,7.56,-1678.83,-875.95,5331.71,-6374.55,-3597.62,157419.88,165962.06,171657.59,168922.19,663961.72,2024
552,BENGKULU,15030.56,16214.39,15449.18,15894.33,62588.46,636.97,625.81,641.36,656.98,2561.12,4119.35,4551.05,4192.32,5442.98,18305.7,9134.61,9709.36,10160.37,10712.93,39717.27,-301.55,390.67,-66.08,28.85,51.89,-3950.79,-4990.14,-4548.47,-5743.12,-19232.52,24669.15,26501.15,25828.68,26992.94,103991.92,2024
553,LAMPUNG,73577.35,77982.03,76534.33,77760.58,305854.29,2190.89,2201.85,2133.58,2304.91,8831.23,6383.49,7599.51,7207.36,10588.6,31778.97,36118.88,36870.17,37658.33,39855.74,150503.12,541.69,798.96,-809.39,-1706.72,-1175.47,-6719.38,-783.07,2847.58,-7254.34,-11909.22,112092.92,124669.44,125571.78,121548.78,483882.92,2024
554,KEP. BANGKA BELITUNG,15002.61,15129.96,14949.46,15051.91,60133.94,215.69,205.3,185.8,227.14,833.94,2022.46,2776.77,2722.48,3426.54,10948.26,6355.09,6560.86,6816.78,7010.01,26742.74,25.76,-10.61,-17.13,-28.79,-30.77,1570.95,2444.26,2394.88,2466.62,8876.71,25192.55,27106.55,27052.27,28153.44,107504.82,2024
555,KEP. RIAU,36264.86,37085.09,36967.51,37595.57,147913.04,229.23,224.79,234.46,226.54,915.03,2826.77,4185.65,3885.81,6155.05,17053.27,37984.49,38244.5,38966.89,41511.56,156707.44,-668.88,1233.12,-555.2,1358.37,1367.41,8891.68,5721.74,7267.76,6599.06,28480.24,85528.15,86694.89,86767.23,93446.15,352436.43,2024
556,DKI JAKARTA,554434.92,578764.7,578209.8,587468.38,2298877.79,21234.87,21337.11,20952.22,22051.38,85575.58,104108.08,107994.62,104052.71,144786.84,460942.25,299676.77,302261.01,319323.61,333779.81,1255041.19,2833.35,-3412.32,10708.91,-3925.67,6204.28,-86251.46,-91084.61,-112912.61,-137033.82,-427282.49,896036.52,915860.52,920334.64,947126.92,3679358.6,2024
557,JAWA BARAT,453409.88,472869.35,464262.38,478577.57,1869119.19,4713.48,4794.97,4722.62,4912.95,19144.01,25908.55,33340.71,32915.18,45903.92,138068.37,170214.73,169970.09,175976.53,181208.35,697369.7,2375.29,161.97,-1411.54,297.33,1423.05,27016.41,25393.29,32012.81,13791.91,98214.43,683638.34,706530.38,708477.98,724692.02,2823338.73,2024
558,JAWA TENGAH,269909.29,279776.44,280365.46,283995.36,1114046.55,6281.8,6290.97,6303.33,6344.19,25220.29,20678.09,29076.12,25355.46,38420.59,113530.27,127928.78,132237.86,144175.58,150672.78,555015.0,4585.1,4673.31,4738.33,-1581.53,12415.21,15469.11,1247.64,-2203.07,-16964.04,-2450.36,444852.17,453302.35,458735.09,460887.35,1817776.96,2024
559,DI YOGYAKARTA,29223.21,30047.17,29676.15,30808.4,119754.94,1622.84,1562.21,1533.78,1611.69,6330.51,6264.9,6701.55,6500.55,8733.6,28200.61,15392.56,16137.65,17169.31,17915.13,66614.65,794.42,980.71,-8.84,88.78,1855.07,-5720.84,-7353.95,-6755.96,-9410.46,-29241.21,47577.09,48075.35,48114.99,49747.14,193514.56,2024
560,JAWA TIMUR,468937.0,486775.35,483338.15,492279.55,1931330.05,9956.82,10030.97,10066.7,10804.39,40858.88,23011.83,30375.98,34370.54,38291.68,126050.03,205599.63,208183.48,217954.27,227671.27,859408.65,4797.9,7125.37,7356.36,3437.37,22717.0,51995.81,50532.97,55440.56,29961.63,187930.96,764298.99,793024.12,808526.59,802445.89,3168295.58,2024
561,BANTEN,110470.53,116214.64,118132.05,119996.31,464813.53,1029.03,1045.72,977.68,1021.92,4074.35,8174.61,9091.09,8503.34,11315.29,37084.34,72523.06,72078.01,74827.35,76695.34,296123.77,45.47,43.76,48.86,32.55,170.64,19477.85,18616.29,17390.33,15875.15,71359.62,211720.55,217089.51,219879.61,224936.58,873626.25,2024
562,BALI,38369.09,38983.88,39507.7,40386.29,157246.97,1786.41,1162.42,1227.61,1540.81,5717.25,4933.53,8031.51,7424.49,9549.99,29939.52,19136.27,20312.57,21112.05,22434.77,82995.66,258.07,291.12,-244.4,-112.88,191.91,5130.65,5974.76,6687.63,4557.17,22350.21,69614.01,74756.27,75715.08,78356.15,298441.51,2024
563,NUSA TENGGARA BARAT,25585.61,26394.82,26175.04,26830.69,104986.16,774.87,785.13,771.07,760.4,3091.47,5860.75,6246.75,5863.57,6639.49,24610.56,15942.72,15368.52,16236.78,16527.32,64075.34,204.36,298.2,37.2,1060.12,1599.89,-4708.85,-2296.52,-2114.1,-6978.75,-16098.23,43659.46,46796.9,46969.57,44839.27,182265.19,2024
564,NUSA TENGGARA TIMUR,21817.75,23153.05,22789.77,23810.34,91570.92,1256.2,1193.3,1192.07,1345.2,4986.78,4722.77,7509.83,7682.51,10424.09,30339.2,13434.62,14887.43,15368.76,16999.59,60690.4,293.0,311.39,309.41,288.71,1202.5,-9396.58,-12277.33,-12894.31,-16939.12,-51507.33,32127.76,34777.67,34448.22,35928.82,137282.48,2024
565,KALIMANTAN BARAT,35337.11,36854.38,36656.59,37411.23,146259.31,1065.51,971.93,955.58,1016.88,4009.9,7548.52,8351.87,7901.66,8555.02,32357.07,23105.41,23406.52,25406.34,25731.65,97649.92,553.27,-360.16,786.81,-170.07,809.85,4108.24,4620.49,4107.05,6245.06,19080.84,71718.06,73845.02,75814.03,78789.77,300166.89,2024
566,KALIMANTAN TENGAH,20413.07,21201.29,20832.89,21105.15,83552.41,895.94,919.05,905.34,956.42,3676.75,5277.59,6971.29,7377.29,8934.7,28560.87,19506.34,19798.8,22232.15,23846.46,85383.74,228.07,256.02,167.09,-105.75,545.43,5938.76,5399.25,3860.79,5946.5,21145.3,52259.77,54545.7,55375.55,60683.49,222864.5,2024
567,KALIMANTAN SELATAN,29438.32,31575.14,30558.8,31061.51,122633.78,723.03,729.19,734.29,741.63,2928.14,5322.9,7941.77,7502.54,9264.61,30031.82,14039.82,14723.34,15586.29,16872.15,61221.59,-527.68,-171.17,-69.12,76.82,-691.15,16217.04,16898.35,20463.53,17115.77,70694.69,65213.44,71696.61,74776.32,75132.49,286818.87,2024
568,KALIMANTAN TIMUR,35971.17,37386.33,37113.34,37642.38,148113.23,1176.31,1190.9,1082.29,1218.85,4668.35,7132.93,12401.68,11754.25,19865.66,51154.53,72518.55,75513.48,78227.19,80339.74,306598.96,281.35,236.39,194.99,-18.99,693.75,91017.15,87854.48,85800.63,82529.68,347201.93,208097.47,214583.27,214172.68,221577.33,858430.74,2024
569,KALIMANTAN UTARA,5106.73,5364.4,5400.43,5492.37,21363.93,270.3,258.86,263.34,281.54,1074.03,1672.43,2777.64,2481.2,3535.04,10466.31,10214.1,10299.16,10429.21,10920.23,41862.7,94.61,95.04,96.67,86.46,372.78,17928.17,17469.63,18418.02,17837.9,71653.72,35286.35,36264.73,37088.86,38153.55,146793.48,2024
570,SULAWESI UTARA,19626.3,21133.75,20661.22,22451.13,83872.4,1290.08,1100.98,1176.61,1350.51,4918.18,4459.17,5000.68,4624.12,5615.81,19699.78,12767.81,13932.91,17153.95,17747.41,61602.07,3.16,2.96,3.05,3.6,12.77,5203.05,5090.83,3555.38,3419.83,17269.09,43349.56,46262.11,47174.33,50588.3,187374.29,2024
571,SULAWESI TENGAH,25608.87,26837.06,26565.03,27084.7,106095.65,1345.2,1189.33,1250.14,1453.48,5238.15,4264.35,6072.46,6250.84,9194.01,25781.66,37745.9,35807.12,39182.28,43863.6,156598.91,650.9,562.74,566.46,510.07,2290.16,17317.48,24992.69,21740.7,16894.92,80945.8,86932.7,95461.4,95555.46,99000.77,376950.32,2024
572,SULAWESI SELATAN,94255.84,96564.65,94367.1,95164.07,380351.65,3675.86,2828.18,3137.32,3062.57,12703.93,9523.99,15428.65,15101.17,19729.23,59783.04,56299.67,61280.12,67400.62,70163.84,255144.26,58.54,1331.67,129.31,-1087.26,432.27,-2739.04,-1446.61,1652.05,-9628.78,-12162.38,161074.85,175986.67,181787.56,177403.68,696252.76,2024
573,SULAWESI TENGGARA,21085.59,22171.46,21949.69,22223.96,87430.71,489.51,519.1,475.61,489.58,1973.79,4854.79,6234.85,6141.15,6850.9,24081.69,14353.08,15447.76,17437.3,18612.06,65850.2,-640.22,-588.82,1312.12,1337.19,1420.28,4352.04,2433.79,621.85,1317.42,8725.09,44494.78,46218.14,47937.73,50831.1,189481.75,2024
574,GORONTALO,8278.77,8458.67,8517.81,8607.82,33863.07,105.84,107.7,107.39,108.8,429.72,2108.1,2195.92,2203.13,2960.14,9467.29,3495.18,3635.14,3837.03,3926.1,14893.44,344.53,137.04,116.26,129.63,727.47,-1207.8,-983.68,-920.46,-1714.55,-4826.49,13124.63,13550.79,13861.16,14017.93,54554.5,2024
575,SULAWESI BARAT,7681.69,7896.91,7691.87,7773.85,31044.32,138.52,135.11,137.92,146.94,558.49,1622.39,2312.08,2177.16,3493.53,9605.16,3874.26,3938.29,4477.17,5082.98,17372.71,382.44,454.59,179.4,23.37,1039.8,1169.87,1513.06,1533.84,377.63,4594.4,14869.16,16250.04,16197.37,16898.31,64214.88,2024
576,MALUKU,10469.04,10714.41,10706.96,11152.79,43043.2,451.45,423.71,435.31,473.7,1784.17,2754.28,4274.89,3920.08,5883.42,16832.66,4190.5,4371.46,4571.61,4715.54,17849.12,72.96,73.16,73.24,71.01,290.37,-3050.07,-4388.17,-3753.47,-5961.56,-17153.28,14888.16,15469.46,15953.73,16334.89,62646.24,2024
577,MALUKU UTARA,7011.79,7253.62,7118.37,7598.69,28982.46,198.3,193.63,191.03,200.68,783.65,2748.94,3815.89,4103.22,5955.35,16623.4,8843.65,10463.24,10733.99,12972.42,43013.29,630.12,274.11,144.04,-677.99,370.28,1665.07,1578.01,222.48,2549.04,6014.6,21097.87,23578.5,22513.12,28598.18,95787.67,2024
578,PAPUA BARAT,3377.35,3529.61,3440.94,3561.79,13909.68,178.07,156.1,153.5,163.07,650.73,1987.96,2294.48,2782.0,3462.01,10526.46,1803.72,1900.33,2204.82,2241.53,8150.39,765.69,881.11,-390.5,-368.23,888.07,7764.28,11419.74,12043.43,10824.7,42052.15,15877.08,20181.37,20234.18,19884.86,76177.48,2024
579,PAPUA BARAT DAYA,4219.24,4416.02,4343.95,4542.06,17521.28,137.85,125.43,135.39,145.03,543.71,1788.74,1942.71,2182.73,2320.46,8234.64,1383.71,1555.27,1807.32,1778.44,6524.75,196.97,-447.98,-152.69,-435.94,-839.64,1240.19,1631.1,1010.0,1174.31,5055.6,8966.72,9222.55,9326.71,9524.37,37040.34,2024
580,PAPUA,11458.83,11921.89,11876.86,12369.95,47627.52,1328.46,1203.07,1303.28,1308.31,5143.12,6006.93,6240.69,6964.26,7579.45,26791.34,7969.4,8019.18,8548.96,8881.45,33418.99,393.63,434.52,344.23,-275.39,897.0,-6353.34,-6384.22,-7536.75,-7689.32,-27963.63,20803.9,21435.14,21500.84,22174.45,85914.33,2024
581,PAPUA SELATAN,5986.41,6110.51,6082.07,6222.57,24401.55,116.02,103.11,111.57,111.72,442.42,1814.18,1840.45,1994.38,2254.12,7903.13,2806.34,2861.62,3081.96,3259.56,12009.48,-288.65,46.78,82.44,3.3,-156.13,-2362.54,-2692.29,-2998.46,-3164.31,-11217.6,8071.76,8270.19,8353.96,8686.94,33382.85,2024
582,PAPUA TENGAH,9177.32,9456.4,9546.65,9825.68,38006.05,230.21,203.89,207.95,220.04,862.1,2739.78,2929.42,3071.99,3851.28,12592.47,8008.04,8163.03,8686.89,9633.26,34491.22,-774.41,9829.13,-3065.49,2570.04,8559.27,23441.06,13070.9,25451.59,18468.3,80431.84,42822.0,43652.77,43899.58,44568.6,174942.95,2024
583,PAPUA PEGUNUNGAN,5347.53,5525.0,5679.45,5731.96,22283.95,72.67,64.47,69.26,71.71,278.11,1781.28,1803.14,1937.38,2189.7,7711.5,3145.79,3175.57,3372.74,3590.21,13284.32,-215.38,25.52,54.46,-81.39,-216.79,-3772.23,-3951.02,-4457.76,-4598.67,-16779.67,6359.67,6642.68,6655.54,6903.53,26561.43,2024
584,TOTAL,2911426.11,3033824.95,3008350.58,3069612.19,12023213.83,75593.13,73233.74,72944.47,77132.34,298903.68,340260.81,420456.97,408412.57,543201.8,1712332.16,1608330.07,1639050.58,1730102.55,1801461.38,6778944.58,23349.94,33827.7,26913.85,977.46,85068.96,325328.93,297074.15,324175.93,175507.19,1122086.2,5284289.0,5497468.09,5570899.95,5667892.37,22020549.4,2024
